Customer,first_entry,last_entry
VALUEMWHMETERINGDATA_customerIT_1019,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1020,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1021,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1022,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1023,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1024,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1025,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1026,2024-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1027,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1028,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1029,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1031,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1034,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1035,2024-05-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1036,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1037,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1038,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1041,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1042,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1058,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1059,2023-03-09 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1063,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1064,2023-10-29 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1066,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1067,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1071,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1073,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1074,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1077,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1078,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1079,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1080,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1081,2022-05-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1082,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1083,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1084,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1087,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1088,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1089,2024-06-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1092,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1094,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1095,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1097,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1098,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1099,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1100,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1101,2024-01-07 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1103,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1104,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1105,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1107,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1108,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1109,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1111,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1112,2024-01-07 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1113,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1116,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1117,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1118,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1120,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1122,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1123,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1124,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1125,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1132,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1133,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1134,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1135,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1136,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1142,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1145,2022-12-27 14:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1146,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1147,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1149,2024-04-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1150,2022-02-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1151,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1154,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1156,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1157,2022-04-20 09:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1160,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1162,2023-08-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1163,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1165,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1166,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1172,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1174,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1177,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1178,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1181,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1183,2024-01-07 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1184,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1185,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1186,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1187,2022-08-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1188,2022-08-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1189,2022-08-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1191,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1192,2023-12-13 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1194,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1196,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1198,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1199,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1200,2024-03-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1201,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1202,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1203,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1206,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1207,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1208,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1209,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1213,2024-03-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1214,2024-06-25 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1218,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1219,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1223,2024-06-25 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1225,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1226,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1227,2023-10-29 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1228,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1231,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1232,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1233,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1234,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1235,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1236,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1237,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1238,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1239,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1240,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1241,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1244,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1245,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1246,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1247,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1248,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1249,2023-03-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1251,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1252,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1253,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1254,2023-03-06 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1255,2024-01-07 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1256,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1257,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1258,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1261,2023-05-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1262,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1263,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1264,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1265,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1266,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1267,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1268,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1269,2023-09-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1272,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1282,2024-06-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1287,2022-08-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1288,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1289,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1291,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1293,2023-10-29 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1294,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1296,2023-11-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1298,2024-04-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1299,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1300,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1301,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1302,2023-03-12 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1303,2023-04-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1304,2023-04-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1305,2023-04-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1306,2023-04-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1307,2023-04-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1315,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1321,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1323,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1326,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1327,2023-05-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1328,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1329,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1330,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1331,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1332,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1334,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1335,2022-08-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1336,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1338,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1339,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1340,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1344,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1345,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1346,2024-02-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1347,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1348,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1350,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1351,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1352,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1354,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1355,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1356,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1357,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1358,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1360,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1361,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1362,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1363,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1364,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1365,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1369,2024-06-17 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1370,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1371,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1372,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1374,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1375,2024-03-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1376,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1379,2023-05-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1381,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1382,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1383,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1384,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1385,2024-04-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1386,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1387,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1392,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1396,2024-06-25 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1397,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1398,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1401,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1402,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1405,2022-08-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1406,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1407,2022-08-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1408,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1411,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1412,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1415,2024-05-17 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1417,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1419,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1421,2024-05-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1423,2024-03-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1424,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1425,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1426,2023-09-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1429,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1430,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1432,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1433,2022-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1436,2024-06-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1439,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1440,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1441,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1442,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1444,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1445,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1448,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1450,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1452,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1457,2024-01-07 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1462,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1466,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1467,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1469,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1470,2024-02-18 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1471,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1474,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1475,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1476,2024-02-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1478,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1481,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1482,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1483,2023-09-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1484,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1485,2024-02-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1486,2023-05-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1487,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1488,2022-12-30 15:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1489,2024-02-18 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1490,2023-10-29 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1491,2024-06-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1492,2024-02-01 00:00:00,2024-07-31 23:00:00
